strategy_name,name,signal_type,lookback_months,skip_months,signal_family,strategy_type,top_n,weighting,max_weight,gross_exposure,volatility_lookback_months,fast_months,slow_months,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,final_value,valid_for_chart,beta_SPY,alpha_SPY,corr_SPY,info_ratio_SPY,beta_XLE,alpha_XLE,corr_XLE,info_ratio_XLE,beta_XLB,alpha_XLB,corr_XLB,info_ratio_XLB,beta_GLD,alpha_GLD,corr_GLD,info_ratio_GLD,beta_DBC,alpha_DBC,corr_DBC,info_ratio_DBC
voladj6_12-1 | directional_abs | scaled cap25 | top30,voladj6_12-1,volatility_adjusted,12.0,1,vol_adjusted_momentum,directional_abs,30,scaled,0.25,1.0,6.0,,,850.71%,9.20%,25.48%,0.361,-64.50%,59.28%,9.507,True,-0.060,12.72%,-0.035,0.078,0.102,11.06%,0.100,0.047,0.075,11.37%,0.058,0.060,0.248,6.77%,0.168,-0.062,-0.015,8.14%,-0.011,0.139
voladj6_12-1 | directional_abs | scaled cap20 | top30,voladj6_12-1,volatility_adjusted,12.0,1,vol_adjusted_momentum,directional_abs,30,scaled,0.2,1.0,6.0,,,837.37%,9.14%,25.46%,0.359,-64.52%,59.28%,9.374,True,-0.060,12.67%,-0.036,0.076,0.101,11.01%,0.100,0.045,0.075,11.31%,0.058,0.058,0.249,6.69%,0.169,-0.064,-0.016,8.07%,-0.012,0.137
voladj6_12-1 | directional_abs | scaled cap15 | top30,voladj6_12-1,volatility_adjusted,12.0,1,vol_adjusted_momentum,directional_abs,30,scaled,0.15,1.0,6.0,,,823.06%,9.08%,25.45%,0.357,-64.54%,59.28%,9.231,True,-0.060,12.61%,-0.036,0.074,0.101,10.95%,0.100,0.044,0.075,11.24%,0.059,0.056,0.250,6.62%,0.170,-0.066,-0.017,8.01%,-0.013,0.135
raw_18-1 | long_only | equal | top10,raw_18-1,momentum,18.0,1,raw_momentum,long_only,10,equal,,1.0,,,,17926.90%,23.01%,34.65%,0.664,-66.59%,57.48%,180.269,True,1.099,15.59%,0.474,0.543,0.855,17.38%,0.621,0.576,1.044,16.09%,0.599,0.596,0.977,10.42%,0.495,0.345,0.940,15.69%,0.524,0.542
raw_18-1 | long_only | scaled cap25 | top10,raw_18-1,momentum,18.0,1,raw_momentum,long_only,10,scaled,0.25,1.0,,,,27874.26%,25.18%,41.03%,0.614,-72.48%,56.15%,279.743,True,1.216,18.53%,0.442,0.561,0.965,20.29%,0.592,0.601,1.151,19.10%,0.558,0.605,1.098,10.43%,0.481,0.335,1.112,17.57%,0.528,0.538
raw_18-1 | long_only | scaled cap20 | top10,raw_18-1,momentum,18.0,1,raw_momentum,long_only,10,scaled,0.2,1.0,,,,22691.05%,24.16%,39.83%,0.607,-71.98%,56.48%,227.911,True,1.181,17.58%,0.443,0.543,0.948,19.17%,0.599,0.583,1.128,18.05%,0.563,0.587,1.092,9.79%,0.489,0.323,1.085,16.71%,0.527,0.521
raw_18-1 | long_only | scaled cap15 | top10,raw_18-1,momentum,18.0,1,raw_momentum,long_only,10,scaled,0.15,1.0,,,,17818.62%,22.98%,37.86%,0.607,-69.78%,56.15%,179.186,True,1.132,16.38%,0.446,0.522,0.910,17.89%,0.605,0.559,1.084,16.80%,0.570,0.567,1.077,9.00%,0.505,0.311,1.019,15.57%,0.519,0.500
raw_18-1 | long_only | equal | top20,raw_18-1,momentum,18.0,1,raw_momentum,long_only,20,equal,,1.0,,,,16507.50%,22.61%,28.99%,0.780,-59.28%,60.80%,166.075,True,1.056,13.93%,0.544,0.596,0.793,15.95%,0.688,0.631,0.983,14.61%,0.674,0.674,0.806,12.36%,0.477,0.395,0.892,16.63%,0.581,0.694
raw_18-1 | long_only | scaled cap25 | top20,raw_18-1,momentum,18.0,1,raw_momentum,long_only,20,scaled,0.25,1.0,,,,29500.74%,25.47%,37.47%,0.680,-68.53%,58.14%,296.007,True,1.181,17.72%,0.471,0.590,0.922,19.60%,0.619,0.635,1.113,18.34%,0.591,0.643,0.992,11.55%,0.477,0.365,1.055,17.69%,0.553,0.603
raw_18-1 | long_only | scaled cap20 | top20,raw_18-1,momentum,18.0,1,raw_momentum,long_only,20,scaled,0.2,1.0,,,,26949.56%,25.02%,36.85%,0.679,-68.00%,57.81%,270.496,True,1.165,17.31%,0.472,0.583,0.911,19.14%,0.622,0.628,1.102,17.88%,0.595,0.637,0.993,11.35%,0.482,0.364,1.039,17.47%,0.551,0.599
raw_18-1 | long_only | scaled cap15 | top20,raw_18-1,momentum,18.0,1,raw_momentum,long_only,20,scaled,0.15,1.0,,,,23744.49%,24.39%,35.67%,0.684,-66.62%,57.81%,238.445,True,1.137,16.67%,0.476,0.575,0.888,18.47%,0.626,0.617,1.076,17.22%,0.600,0.630,0.977,11.16%,0.486,0.362,1.004,17.00%,0.546,0.592
raw_18-1 | long_only | equal | top30,raw_18-1,momentum,18.0,1,raw_momentum,long_only,30,equal,,1.0,,,,12765.35%,21.37%,26.61%,0.803,-56.59%,61.46%,128.653,True,1.026,12.58%,0.575,0.590,0.792,14.31%,0.748,0.652,0.953,13.25%,0.712,0.682,0.732,12.55%,0.467,0.392,0.888,15.89%,0.624,0.742
raw_18-1 | long_only | scaled cap25 | top30,raw_18-1,momentum,18.0,1,raw_momentum,long_only,30,scaled,0.25,1.0,,,,28976.50%,25.38%,34.32%,0.739,-64.53%,59.14%,290.765,True,1.127,17.11%,0.490,0.614,0.881,18.89%,0.646,0.666,1.061,17.71%,0.615,0.677,0.916,12.10%,0.480,0.387,1.017,17.40%,0.583,0.660
raw_18-1 | long_only | scaled cap20 | top30,raw_18-1,momentum,18.0,1,raw_momentum,long_only,30,scaled,0.2,1.0,,,,25777.91%,24.79%,34.06%,0.728,-64.52%,59.14%,258.779,True,1.123,16.60%,0.492,0.601,0.876,18.39%,0.647,0.651,1.060,17.17%,0.619,0.665,0.917,11.72%,0.482,0.377,1.008,17.05%,0.580,0.647
raw_18-1 | long_only | scaled cap15 | top30,raw_18-1,momentum,18.0,1,raw_momentum,long_only,30,scaled,0.15,1.0,,,,22363.69%,24.09%,33.42%,0.721,-63.95%,58.80%,224.637,True,1.110,15.97%,0.496,0.588,0.866,17.75%,0.652,0.636,1.050,16.52%,0.625,0.652,0.916,11.50%,0.486,0.373,0.993,16.75%,0.578,0.639
raw_18-1 | classic_long_short | equal | top10,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,10,equal,,1.0,,,,-1487.04%,,315.90%,,-818.24%,56.15%,-13.870,False,-3.106,-29.35%,-0.147,-0.224,-2.852,-29.56%,-0.227,-0.223,-2.023,-40.26%,-0.127,-0.223,1.638,-91.09%,0.083,-0.248,-2.329,-69.30%,-0.124,-0.232
raw_18-1 | classic_long_short | scaled cap25 | top10,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,10,scaled,0.25,1.0,,,,-2435.92%,,927.54%,,-1159.16%,53.16%,-23.359,False,-8.641,-95.52%,-0.139,-0.209,-8.119,-94.10%,-0.220,-0.209,-5.600,-126.15%,-0.120,-0.209,4.722,-269.11%,0.081,-0.228,-6.528,-204.58%,-0.119,-0.226
raw_18-1 | classic_long_short | scaled cap20 | top10,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,10,scaled,0.2,1.0,,,,-2339.39%,,927.54%,,-1130.61%,53.82%,-22.394,False,-8.647,-95.67%,-0.139,-0.209,-8.120,-94.29%,-0.220,-0.209,-5.600,-126.37%,-0.120,-0.209,4.722,-269.36%,0.081,-0.228,-6.534,-204.80%,-0.119,-0.226
raw_18-1 | classic_long_short | scaled cap15 | top10,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,10,scaled,0.15,1.0,,,,-2297.78%,,927.52%,,-1142.68%,55.15%,-21.978,False,-8.658,-95.75%,-0.139,-0.209,-8.124,-94.45%,-0.220,-0.209,-5.603,-126.53%,-0.120,-0.209,4.722,-269.35%,0.081,-0.228,-6.545,-204.90%,-0.119,-0.226
raw_18-1 | classic_long_short | equal | top20,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,20,equal,,1.0,,,,-1184.34%,,160.53%,,-863.19%,54.82%,-10.843,False,-1.638,-12.36%,-0.152,-0.240,-1.495,-12.57%,-0.234,-0.238,-1.066,-18.12%,-0.132,-0.239,0.824,-43.84%,0.082,-0.266,-1.247,-32.57%,-0.131,-0.226
raw_18-1 | classic_long_short | scaled cap25 | top20,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,20,scaled,0.25,1.0,,,,-3216.70%,,512.11%,,-1641.32%,53.16%,-31.167,False,-4.838,-49.56%,-0.141,-0.212,-4.512,-49.12%,-0.222,-0.212,-3.135,-66.71%,-0.122,-0.212,2.622,-146.63%,0.082,-0.233,-3.641,-110.88%,-0.120,-0.225
raw_18-1 | classic_long_short | scaled cap20 | top20,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,20,scaled,0.2,1.0,,,,-3092.91%,,512.10%,,-1574.48%,53.16%,-29.929,False,-4.842,-49.68%,-0.141,-0.212,-4.515,-49.26%,-0.222,-0.212,-3.136,-66.86%,-0.122,-0.212,2.626,-146.89%,0.082,-0.234,-3.645,-111.09%,-0.120,-0.225
raw_18-1 | classic_long_short | scaled cap15 | top20,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,20,scaled,0.15,1.0,,,,-2908.98%,,512.09%,,-1490.60%,53.49%,-28.090,False,-4.845,-49.91%,-0.141,-0.213,-4.518,-49.49%,-0.222,-0.213,-3.136,-67.14%,-0.122,-0.213,2.629,-147.19%,0.082,-0.234,-3.651,-111.36%,-0.120,-0.226
raw_18-1 | classic_long_short | equal | top30,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,30,equal,,1.0,,,,-787.27%,,107.94%,,-643.40%,57.81%,-6.873,False,-1.127,-7.42%,-0.156,-0.262,-1.020,-7.67%,-0.238,-0.257,-0.735,-11.37%,-0.136,-0.260,0.565,-28.78%,0.084,-0.291,-0.862,-21.11%,-0.135,-0.227
raw_18-1 | classic_long_short | scaled cap25 | top30,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,30,scaled,0.25,1.0,,,,-2884.48%,,330.20%,,-1516.30%,55.48%,-27.845,False,-3.161,-29.60%,-0.143,-0.217,-2.931,-29.51%,-0.223,-0.216,-2.048,-40.82%,-0.123,-0.216,1.703,-93.25%,0.082,-0.241,-2.368,-70.12%,-0.121,-0.224
raw_18-1 | classic_long_short | scaled cap20 | top30,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,30,scaled,0.2,1.0,,,,-2808.31%,,330.20%,,-1476.23%,55.81%,-27.083,False,-3.164,-29.68%,-0.143,-0.217,-2.932,-29.61%,-0.223,-0.217,-2.049,-40.92%,-0.123,-0.217,1.706,-93.42%,0.083,-0.241,-2.371,-70.26%,-0.121,-0.225
raw_18-1 | classic_long_short | scaled cap15 | top30,raw_18-1,momentum,18.0,1,raw_momentum,classic_long_short,30,scaled,0.15,1.0,,,,-2677.86%,,330.19%,,-1413.26%,56.15%,-25.779,False,-3.168,-29.84%,-0.143,-0.218,-2.935,-29.78%,-0.224,-0.217,-2.050,-41.11%,-0.123,-0.217,1.709,-93.68%,0.083,-0.242,-2.375,-70.47%,-0.121,-0.225
raw_18-1 | directional_abs | equal | top10,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,10,equal,,1.0,,,,-162.08%,,42.92%,,-104.54%,53.49%,-0.621,False,-0.004,10.20%,-0.001,-0.001,0.146,8.55%,0.086,-0.018,0.105,9.08%,0.049,-0.002,0.455,-1.21%,0.180,-0.168,0.333,-0.64%,0.142,-0.070
raw_18-1 | directional_abs | scaled cap25 | top10,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,10,scaled,0.25,1.0,,,,-245.85%,,45.57%,,-106.09%,55.15%,-1.458,False,0.127,11.68%,0.042,0.059,0.247,10.25%,0.136,0.040,0.217,10.74%,0.095,0.056,0.514,-1.55%,0.195,-0.156,0.494,-0.36%,0.203,-0.049
raw_18-1 | directional_abs | scaled cap20 | top10,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,10,scaled,0.2,1.0,,,,-229.09%,,45.28%,,-105.82%,54.49%,-1.291,False,0.113,11.22%,0.037,0.046,0.236,9.77%,0.131,0.028,0.209,10.23%,0.092,0.044,0.512,-1.79%,0.195,-0.162,0.478,-0.61%,0.197,-0.056
raw_18-1 | directional_abs | scaled cap15 | top10,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,10,scaled,0.15,1.0,,,,-216.28%,,44.64%,,-106.11%,54.82%,-1.163,False,0.077,10.91%,0.026,0.032,0.209,9.39%,0.118,0.014,0.178,9.87%,0.079,0.030,0.508,-1.72%,0.195,-0.163,0.443,-0.62%,0.183,-0.059
raw_18-1 | directional_abs | equal | top20,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,20,equal,,1.0,,,,-2192.69%,,314.07%,,-403.05%,57.48%,-20.927,False,-2.922,-23.79%,-0.139,-0.202,-2.602,-24.88%,-0.208,-0.202,-1.791,-35.20%,-0.113,-0.202,1.840,-87.80%,0.094,-0.233,-2.029,-66.36%,-0.109,-0.222
raw_18-1 | directional_abs | scaled cap25 | top20,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,20,scaled,0.25,1.0,,,,-2557.86%,,242.01%,,-272.08%,54.82%,-24.579,False,-2.102,-13.98%,-0.130,-0.187,-1.847,-15.04%,-0.192,-0.187,-1.226,-22.83%,-0.101,-0.187,1.569,-67.17%,0.104,-0.235,-1.335,-50.15%,-0.093,-0.218
raw_18-1 | directional_abs | scaled cap20 | top20,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,20,scaled,0.2,1.0,,,,-2371.95%,,241.99%,,-262.69%,54.82%,-22.720,False,-2.105,-14.29%,-0.130,-0.188,-1.851,-15.34%,-0.193,-0.189,-1.226,-23.17%,-0.101,-0.188,1.572,-67.48%,0.104,-0.236,-1.341,-50.44%,-0.094,-0.219
raw_18-1 | directional_abs | scaled cap15 | top20,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,20,scaled,0.15,1.0,,,,-2090.08%,,241.94%,,-253.06%,54.82%,-19.901,False,-2.112,-14.83%,-0.130,-0.191,-1.859,-15.86%,-0.193,-0.191,-1.231,-23.73%,-0.101,-0.191,1.572,-67.83%,0.104,-0.237,-1.353,-50.78%,-0.094,-0.221
raw_18-1 | directional_abs | equal | top30,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,30,equal,,1.0,,,,-2451.10%,,212.90%,,-529.84%,57.14%,-23.511,False,-2.011,-13.48%,-0.141,-0.205,-1.733,-14.88%,-0.205,-0.205,-1.203,-21.64%,-0.112,-0.205,1.272,-57.29%,0.095,-0.238,-1.379,-43.27%,-0.109,-0.219
raw_18-1 | directional_abs | scaled cap25 | top30,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,30,scaled,0.25,1.0,,,,-4418.30%,,192.57%,,-463.54%,56.81%,-43.183,False,-1.663,-8.50%,-0.129,-0.183,-1.429,-9.70%,-0.187,-0.184,-0.943,-15.78%,-0.097,-0.183,1.273,-51.22%,0.106,-0.234,-1.055,-37.88%,-0.093,-0.212
raw_18-1 | directional_abs | scaled cap20 | top30,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,30,scaled,0.2,1.0,,,,-4202.71%,,192.55%,,-450.53%,56.81%,-41.027,False,-1.668,-8.69%,-0.129,-0.184,-1.434,-9.89%,-0.187,-0.185,-0.945,-16.00%,-0.098,-0.184,1.277,-51.45%,0.106,-0.235,-1.061,-38.06%,-0.093,-0.213
raw_18-1 | directional_abs | scaled cap15 | top30,raw_18-1,momentum,18.0,1,raw_momentum,directional_abs,30,scaled,0.15,1.0,,,,-3813.66%,,192.53%,,-429.70%,56.81%,-37.137,False,-1.670,-9.09%,-0.130,-0.186,-1.438,-10.27%,-0.188,-0.187,-0.946,-16.42%,-0.098,-0.186,1.279,-51.80%,0.106,-0.237,-1.068,-38.37%,-0.094,-0.214
voladj6_18-1 | long_only | equal | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,10,equal,,1.0,6.0,,,8666.82%,19.52%,28.63%,0.682,-61.65%,58.47%,87.668,True,0.952,12.30%,0.496,0.475,0.748,13.76%,0.657,0.488,0.907,12.70%,0.630,0.526,0.753,9.62%,0.459,0.269,0.819,13.47%,0.549,0.544
voladj6_18-1 | long_only | scaled cap25 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,10,scaled,0.25,1.0,6.0,,,6356.87%,18.08%,32.25%,0.560,-68.48%,56.48%,64.569,True,0.986,11.77%,0.456,0.405,0.800,12.99%,0.625,0.420,0.934,12.23%,0.576,0.438,0.792,7.95%,0.438,0.199,0.932,11.58%,0.570,0.451
voladj6_18-1 | long_only | scaled cap20 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,10,scaled,0.2,1.0,6.0,,,5437.60%,17.35%,31.38%,0.553,-66.68%,56.81%,55.376,True,0.979,10.98%,0.466,0.388,0.793,12.21%,0.636,0.401,0.925,11.46%,0.587,0.420,0.777,7.84%,0.438,0.192,0.910,11.37%,0.566,0.445
voladj6_18-1 | long_only | scaled cap15 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,10,scaled,0.15,1.0,6.0,,,5081.39%,17.04%,30.04%,0.567,-63.51%,57.14%,51.814,True,0.968,10.42%,0.481,0.383,0.774,11.76%,0.648,0.393,0.909,10.97%,0.602,0.417,0.766,7.45%,0.449,0.181,0.865,11.10%,0.558,0.439
voladj6_18-1 | long_only | equal | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,20,equal,,1.0,6.0,,,14267.36%,21.90%,26.37%,0.830,-55.06%,62.13%,143.674,True,0.988,13.32%,0.559,0.603,0.743,15.19%,0.709,0.628,0.919,13.96%,0.693,0.688,0.708,12.79%,0.458,0.393,0.817,16.14%,0.585,0.721
voladj6_18-1 | long_only | scaled cap25 | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,20,scaled,0.25,1.0,6.0,,,8139.94%,19.23%,29.61%,0.649,-65.65%,56.15%,82.399,True,0.975,12.08%,0.491,0.459,0.773,13.50%,0.657,0.477,0.920,12.58%,0.618,0.504,0.770,8.77%,0.457,0.237,0.892,12.78%,0.585,0.535
voladj6_18-1 | long_only | scaled cap20 | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,20,scaled,0.2,1.0,6.0,,,8472.32%,19.42%,29.44%,0.660,-64.98%,55.81%,85.723,True,0.974,12.20%,0.494,0.466,0.772,13.62%,0.660,0.486,0.920,12.69%,0.622,0.513,0.765,8.98%,0.457,0.244,0.887,12.83%,0.586,0.539
voladj6_18-1 | long_only | scaled cap15 | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,20,scaled,0.15,1.0,6.0,,,8554.49%,19.46%,28.96%,0.672,-63.48%,56.81%,86.545,True,0.973,12.12%,0.502,0.473,0.769,13.56%,0.668,0.494,0.915,12.65%,0.629,0.522,0.753,9.39%,0.455,0.257,0.876,13.05%,0.585,0.552
voladj6_18-1 | long_only | equal | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,30,equal,,1.0,6.0,,,13741.55%,21.72%,25.44%,0.854,-55.58%,60.80%,138.415,True,1.033,12.48%,0.606,0.634,0.760,14.65%,0.751,0.672,0.946,13.31%,0.740,0.744,0.689,13.25%,0.457,0.411,0.857,16.56%,0.623,0.791
voladj6_18-1 | long_only | scaled cap25 | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,30,scaled,0.25,1.0,6.0,,,10296.06%,20.34%,28.01%,0.726,-60.78%,59.47%,103.961,True,0.987,12.45%,0.526,0.517,0.769,14.04%,0.691,0.546,0.923,13.04%,0.656,0.578,0.749,10.29%,0.464,0.299,0.878,14.21%,0.602,0.630
voladj6_18-1 | long_only | scaled cap20 | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,30,scaled,0.2,1.0,6.0,,,10480.50%,20.42%,27.97%,0.730,-60.78%,59.47%,105.805,True,0.986,12.52%,0.526,0.521,0.768,14.11%,0.691,0.549,0.924,13.09%,0.657,0.583,0.748,10.31%,0.464,0.300,0.877,14.16%,0.602,0.627
voladj6_18-1 | long_only | scaled cap15 | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,long_only,30,scaled,0.15,1.0,6.0,,,10847.99%,20.59%,27.86%,0.739,-60.58%,59.47%,109.480,True,0.988,12.61%,0.530,0.528,0.767,14.22%,0.693,0.557,0.925,13.19%,0.661,0.592,0.744,10.51%,0.464,0.307,0.874,14.20%,0.601,0.630
voladj6_18-1 | classic_long_short | equal | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,10,equal,,1.0,6.0,,,68.18%,2.09%,14.88%,0.141,-39.32%,53.16%,1.682,True,-0.158,4.81%,-0.158,-0.309,-0.074,4.02%,-0.125,-0.254,-0.109,4.32%,-0.145,-0.267,0.036,2.61%,0.042,-0.372,-0.148,3.35%,-0.184,-0.036
voladj6_18-1 | classic_long_short | scaled cap25 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,10,scaled,0.25,1.0,6.0,,,90.59%,2.60%,18.01%,0.145,-50.13%,52.16%,1.906,True,-0.145,5.69%,-0.120,-0.242,-0.070,4.99%,-0.098,-0.211,-0.104,5.29%,-0.115,-0.214,0.041,2.52%,0.041,-0.349,-0.088,3.16%,-0.094,-0.034
voladj6_18-1 | classic_long_short | scaled cap20 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,10,scaled,0.2,1.0,6.0,,,91.36%,2.62%,18.00%,0.146,-50.05%,51.83%,1.914,True,-0.146,5.72%,-0.121,-0.241,-0.071,5.01%,-0.099,-0.210,-0.103,5.29%,-0.114,-0.213,0.043,2.47%,0.043,-0.350,-0.085,3.00%,-0.092,-0.040
voladj6_18-1 | classic_long_short | scaled cap15 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,10,scaled,0.15,1.0,6.0,,,76.00%,2.28%,17.98%,0.127,-50.53%,52.82%,1.760,True,-0.151,5.44%,-0.126,-0.255,-0.071,4.68%,-0.100,-0.221,-0.106,4.98%,-0.117,-0.225,0.046,2.20%,0.045,-0.361,-0.088,2.64%,-0.094,-0.053
voladj6_18-1 | classic_long_short | equal | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,20,equal,,1.0,6.0,,,106.17%,2.93%,12.20%,0.240,-32.05%,57.48%,2.062,True,-0.126,4.93%,-0.154,-0.317,-0.080,4.53%,-0.166,-0.249,-0.090,4.57%,-0.147,-0.267,0.057,3.14%,0.078,-0.368,-0.145,4.05%,-0.214,-0.009
voladj6_18-1 | classic_long_short | scaled cap25 | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,20,scaled,0.25,1.0,6.0,,,106.13%,2.93%,14.96%,0.196,-39.14%,54.49%,2.061,True,-0.132,5.36%,-0.131,-0.275,-0.070,4.79%,-0.117,-0.228,-0.098,5.03%,-0.131,-0.237,0.046,2.91%,0.054,-0.359,-0.107,3.83%,-0.136,-0.012
voladj6_18-1 | classic_long_short | scaled cap20 | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,20,scaled,0.2,1.0,6.0,,,104.05%,2.88%,14.97%,0.193,-39.14%,54.49%,2.041,True,-0.134,5.35%,-0.134,-0.276,-0.071,4.76%,-0.119,-0.229,-0.099,4.99%,-0.131,-0.238,0.048,2.85%,0.056,-0.361,-0.108,3.79%,-0.137,-0.014
voladj6_18-1 | classic_long_short | scaled cap15 | top20,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,20,scaled,0.15,1.0,6.0,,,104.78%,2.90%,14.96%,0.194,-39.23%,54.82%,2.048,True,-0.135,5.37%,-0.135,-0.276,-0.071,4.78%,-0.120,-0.229,-0.098,5.00%,-0.131,-0.238,0.048,2.82%,0.057,-0.362,-0.108,3.74%,-0.137,-0.016
voladj6_18-1 | classic_long_short | equal | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,30,equal,,1.0,6.0,,,93.28%,2.66%,10.43%,0.255,-30.26%,57.81%,1.933,True,-0.105,4.26%,-0.151,-0.361,-0.089,4.17%,-0.216,-0.268,-0.078,3.98%,-0.148,-0.298,0.054,2.83%,0.086,-0.404,-0.133,3.90%,-0.226,-0.014
voladj6_18-1 | classic_long_short | scaled cap25 | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,30,scaled,0.25,1.0,6.0,,,111.20%,3.03%,13.22%,0.229,-33.71%,55.48%,2.112,True,-0.124,5.14%,-0.140,-0.297,-0.075,4.70%,-0.142,-0.238,-0.093,4.83%,-0.141,-0.252,0.053,2.93%,0.069,-0.372,-0.117,3.88%,-0.164,-0.012
voladj6_18-1 | classic_long_short | scaled cap20 | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,30,scaled,0.2,1.0,6.0,,,109.20%,2.99%,13.22%,0.226,-33.71%,55.48%,2.092,True,-0.126,5.12%,-0.142,-0.299,-0.075,4.67%,-0.144,-0.240,-0.094,4.79%,-0.141,-0.254,0.054,2.87%,0.071,-0.375,-0.117,3.84%,-0.165,-0.014
voladj6_18-1 | classic_long_short | scaled cap15 | top30,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,classic_long_short,30,scaled,0.15,1.0,6.0,,,107.46%,2.95%,13.23%,0.223,-33.71%,55.81%,2.075,True,-0.128,5.11%,-0.144,-0.300,-0.076,4.64%,-0.145,-0.240,-0.094,4.76%,-0.141,-0.255,0.056,2.80%,0.074,-0.377,-0.118,3.79%,-0.165,-0.015
voladj6_18-1 | directional_abs | equal | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,directional_abs,10,equal,,1.0,6.0,,,942.61%,9.80%,27.31%,0.359,-82.09%,56.15%,10.426,True,0.385,9.20%,0.211,0.104,0.413,8.58%,0.380,0.072,0.422,8.80%,0.307,0.101,0.396,4.11%,0.255,-0.098,0.392,4.93%,0.279,0.097
voladj6_18-1 | directional_abs | scaled cap25 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,directional_abs,10,scaled,0.25,1.0,6.0,,,1006.38%,10.06%,28.33%,0.355,-82.75%,55.81%,11.064,True,0.430,9.26%,0.226,0.119,0.459,8.58%,0.408,0.089,0.458,8.94%,0.321,0.117,0.427,3.77%,0.267,-0.096,0.443,4.93%,0.308,0.103
voladj6_18-1 | directional_abs | scaled cap20 | top10,voladj6_18-1,volatility_adjusted,18.0,1,vol_adjusted_momentum,directional_abs,10,scaled,0.2,1.0,6.0,,,1011.37%,10.08%,28.28%,0.356,-82.78%,55.81%,11.114,True,0.431,9.25%,0.228,0.120,0.458,8.59%,0.408,0.090,0.460,8.93%,0.323,0.117,0.426,3.78%,0.267,-0.096,0.442,4.89%,0.307,0.102
