strategy_name,signal_name,signal_type,volatility_lookback_months,strategy_type,weighting,top_n,momentum_window,lookback_months,skip_months,max_weight,gross_exposure,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,best_month,worst_month,final_value,min_equity_value,valid_for_chart
classic_long_short equal top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,classic_long_short,equal,40,6-1,6,1,,1.0,-827.46%,,78.61%,,-453.86%,59.42%,9.80%,-398.97%,-7.27,-8.01,False
classic_long_short scaled cap30 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,6-1,6,1,0.3,1.0,-988.03%,,77.09%,,-529.69%,55.59%,11.81%,-388.58%,-8.88,-9.58,False
classic_long_short scaled cap25 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,6-1,6,1,0.25,1.0,-1007.48%,,77.08%,,-529.59%,55.59%,11.81%,-388.58%,-9.07,-9.79,False
classic_long_short scaled cap20 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,6-1,6,1,0.2,1.0,-1021.81%,,77.07%,,-530.25%,55.59%,11.81%,-388.58%,-9.22,-9.94,False
classic_long_short scaled cap15 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,6-1,6,1,0.15,1.0,-1025.79%,,77.05%,,-530.06%,56.23%,11.81%,-388.58%,-9.26,-9.98,False
classic_long_short scaled cap10 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,classic_long_short,scaled,40,6-1,6,1,0.1,1.0,-997.03%,,77.01%,,-522.44%,56.55%,10.61%,-388.58%,-8.97,-9.68,False
directional_abs equal top10 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,10,6-1,6,1,,1.0,554.50%,7.47%,24.90%,0.300,-66.70%,55.27%,27.04%,-22.24%,6.54,0.76,True
directional_abs scaled cap30 top10 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,6-1,6,1,0.3,1.0,699.57%,8.30%,25.33%,0.328,-53.08%,56.55%,27.70%,-19.88%,8.00,0.70,True
directional_abs scaled cap25 top10 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,6-1,6,1,0.25,1.0,689.90%,8.25%,25.18%,0.327,-54.65%,56.55%,27.70%,-19.46%,7.90,0.71,True
directional_abs scaled cap20 top10 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,6-1,6,1,0.2,1.0,664.58%,8.11%,25.02%,0.324,-57.27%,57.51%,27.53%,-18.89%,7.65,0.71,True
directional_abs scaled cap15 top10 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,6-1,6,1,0.15,1.0,589.29%,7.68%,24.92%,0.308,-62.20%,56.55%,27.03%,-19.88%,6.89,0.72,True
directional_abs scaled cap10 top10 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,10,6-1,6,1,0.1,1.0,554.50%,7.47%,24.90%,0.300,-66.70%,55.27%,27.04%,-22.24%,6.54,0.76,True
directional_abs equal top20 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,20,6-1,6,1,,1.0,800.57%,8.79%,23.16%,0.380,-56.73%,57.83%,26.55%,-17.64%,9.01,0.83,True
directional_abs scaled cap30 top20 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,6-1,6,1,0.3,1.0,797.71%,8.78%,23.82%,0.369,-52.36%,56.87%,25.81%,-18.20%,8.98,0.78,True
directional_abs scaled cap25 top20 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,6-1,6,1,0.25,1.0,829.55%,8.92%,23.68%,0.377,-51.80%,57.51%,25.81%,-17.32%,9.30,0.78,True
directional_abs scaled cap20 top20 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,6-1,6,1,0.2,1.0,845.05%,8.99%,23.58%,0.381,-52.53%,57.51%,25.81%,-16.57%,9.45,0.78,True
directional_abs scaled cap15 top20 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,6-1,6,1,0.15,1.0,798.77%,8.78%,23.47%,0.374,-54.47%,57.19%,25.59%,-15.93%,8.99,0.78,True
directional_abs scaled cap10 top20 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,20,6-1,6,1,0.1,1.0,748.07%,8.54%,23.37%,0.365,-58.43%,58.15%,25.14%,-16.07%,8.48,0.80,True
directional_abs equal top25 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,25,6-1,6,1,,1.0,793.98%,8.76%,23.08%,0.380,-48.19%,56.23%,29.09%,-17.61%,8.94,0.84,True
directional_abs scaled cap30 top25 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,6-1,6,1,0.3,1.0,828.84%,8.92%,23.57%,0.379,-47.28%,57.51%,26.17%,-19.14%,9.29,0.80,True
directional_abs scaled cap25 top25 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,6-1,6,1,0.25,1.0,848.14%,9.01%,23.43%,0.384,-46.87%,57.51%,26.17%,-18.31%,9.48,0.80,True
directional_abs scaled cap20 top25 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,6-1,6,1,0.2,1.0,878.29%,9.14%,23.34%,0.391,-46.77%,57.83%,26.17%,-17.49%,9.78,0.80,True
directional_abs scaled cap15 top25 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,6-1,6,1,0.15,1.0,840.73%,8.97%,23.26%,0.386,-48.37%,57.19%,26.05%,-16.66%,9.41,0.79,True
directional_abs scaled cap10 top25 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,25,6-1,6,1,0.1,1.0,782.51%,8.71%,23.19%,0.375,-51.74%,57.51%,26.61%,-16.52%,8.83,0.80,True
directional_abs equal top30 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,30,6-1,6,1,,1.0,704.22%,8.32%,22.38%,0.372,-47.36%,58.15%,26.35%,-18.90%,8.04,0.92,True
directional_abs scaled cap30 top30 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,6-1,6,1,0.3,1.0,773.87%,8.67%,23.20%,0.374,-47.48%,59.11%,24.60%,-18.45%,8.74,0.82,True
directional_abs scaled cap25 top30 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,6-1,6,1,0.25,1.0,794.06%,8.76%,23.07%,0.380,-47.14%,59.11%,24.60%,-17.58%,8.94,0.83,True
directional_abs scaled cap20 top30 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,6-1,6,1,0.2,1.0,820.35%,8.88%,22.96%,0.387,-46.65%,59.11%,24.60%,-16.70%,9.20,0.84,True
directional_abs scaled cap15 top30 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,6-1,6,1,0.15,1.0,800.26%,8.79%,22.87%,0.384,-47.89%,58.79%,24.53%,-16.27%,9.00,0.83,True
directional_abs scaled cap10 top30 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,30,6-1,6,1,0.1,1.0,741.13%,8.51%,22.81%,0.373,-50.70%,58.15%,24.71%,-16.72%,8.41,0.83,True
directional_abs equal top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,equal,40,6-1,6,1,,1.0,-4127.49%,,155.76%,,-729.02%,58.47%,28.80%,-787.08%,-40.27,-48.82,False
directional_abs scaled cap30 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,6-1,6,1,0.3,1.0,-2971.39%,,92.91%,,-463.48%,58.47%,22.65%,-459.37%,-28.71,-32.81,False
directional_abs scaled cap25 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,6-1,6,1,0.25,1.0,-3051.94%,,92.89%,,-462.69%,58.47%,22.65%,-459.37%,-29.52,-33.73,False
directional_abs scaled cap20 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,6-1,6,1,0.2,1.0,-3088.82%,,92.85%,,-465.58%,58.47%,22.65%,-459.37%,-29.89,-34.13,False
directional_abs scaled cap15 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,6-1,6,1,0.15,1.0,-3108.30%,,92.84%,,-460.07%,57.83%,24.21%,-459.37%,-30.08,-34.37,False
directional_abs scaled cap10 top40 voladj3 mom6-1,voladj3,volatility_adjusted,3.0,directional_abs,scaled,40,6-1,6,1,0.1,1.0,-2913.59%,,93.65%,,-443.16%,58.15%,25.93%,-463.75%,-28.14,-32.20,False
long_only equal top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,equal,10,6-1,6,1,,1.0,19006.97%,22.39%,27.30%,0.820,-54.96%,61.54%,34.49%,-26.18%,191.07,1.12,True
long_only scaled cap30 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,6-1,6,1,0.3,1.0,40412.52%,25.98%,29.82%,0.871,-57.39%,63.78%,36.49%,-30.91%,405.13,1.10,True
long_only scaled cap25 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,6-1,6,1,0.25,1.0,41791.36%,26.14%,29.53%,0.885,-57.31%,63.14%,34.54%,-30.70%,418.91,1.10,True
long_only scaled cap20 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,6-1,6,1,0.2,1.0,42132.77%,26.18%,29.04%,0.901,-55.38%,62.82%,32.78%,-27.99%,422.33,1.10,True
long_only scaled cap15 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,6-1,6,1,0.15,1.0,34302.41%,25.19%,28.34%,0.889,-53.26%,62.50%,31.97%,-24.77%,344.02,1.10,True
long_only scaled cap10 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,10,6-1,6,1,0.1,1.0,19006.97%,22.39%,27.30%,0.820,-54.96%,61.54%,34.49%,-26.18%,191.07,1.12,True
long_only equal top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,equal,20,6-1,6,1,,1.0,21725.34%,23.02%,26.46%,0.870,-52.01%,61.22%,32.26%,-27.40%,218.25,1.11,True
long_only scaled cap30 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,6-1,6,1,0.3,1.0,29724.64%,24.50%,27.72%,0.884,-53.71%,61.54%,32.48%,-25.64%,298.25,1.09,True
long_only scaled cap25 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,6-1,6,1,0.25,1.0,30286.59%,24.59%,27.69%,0.888,-53.71%,61.22%,32.51%,-25.64%,303.87,1.10,True
long_only scaled cap20 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,6-1,6,1,0.2,1.0,30954.65%,24.70%,27.63%,0.894,-53.74%,60.90%,32.58%,-25.64%,310.55,1.10,True
long_only scaled cap15 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,6-1,6,1,0.15,1.0,31457.82%,24.77%,27.51%,0.900,-54.17%,60.90%,32.92%,-25.60%,315.58,1.11,True
long_only scaled cap10 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,20,6-1,6,1,0.1,1.0,26389.37%,23.94%,27.05%,0.885,-52.88%,62.50%,34.18%,-24.18%,264.89,1.11,True
long_only equal top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,equal,25,6-1,6,1,,1.0,17041.61%,21.88%,25.87%,0.846,-53.15%,60.58%,32.55%,-27.13%,171.42,1.08,True
long_only scaled cap30 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,6-1,6,1,0.3,1.0,28403.96%,24.29%,27.18%,0.893,-52.85%,62.50%,32.73%,-23.73%,285.04,1.10,True
long_only scaled cap25 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,6-1,6,1,0.25,1.0,28224.76%,24.26%,27.15%,0.893,-52.85%,62.50%,32.73%,-23.73%,283.25,1.10,True
long_only scaled cap20 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,6-1,6,1,0.2,1.0,28418.24%,24.29%,27.11%,0.896,-52.85%,61.86%,32.73%,-23.73%,285.18,1.10,True
long_only scaled cap15 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,6-1,6,1,0.15,1.0,28451.33%,24.29%,27.03%,0.899,-53.29%,61.86%,32.82%,-23.73%,285.51,1.11,True
long_only scaled cap10 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,25,6-1,6,1,0.1,1.0,26672.20%,23.99%,26.82%,0.894,-53.12%,62.18%,33.35%,-24.35%,267.72,1.11,True
long_only equal top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,equal,30,6-1,6,1,,1.0,16107.13%,21.62%,26.07%,0.829,-52.19%,60.90%,41.10%,-27.90%,162.07,1.05,True
long_only scaled cap30 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,6-1,6,1,0.3,1.0,25157.74%,23.71%,26.75%,0.886,-53.04%,62.82%,33.30%,-23.30%,252.58,1.10,True
long_only scaled cap25 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,6-1,6,1,0.25,1.0,25087.10%,23.70%,26.74%,0.886,-53.04%,62.82%,33.30%,-23.30%,251.87,1.10,True
long_only scaled cap20 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,6-1,6,1,0.2,1.0,25067.86%,23.69%,26.71%,0.887,-53.04%,62.18%,33.30%,-23.30%,251.68,1.10,True
long_only scaled cap15 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,6-1,6,1,0.15,1.0,25157.57%,23.71%,26.67%,0.889,-53.08%,62.50%,33.35%,-23.30%,252.58,1.11,True
long_only scaled cap10 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,30,6-1,6,1,0.1,1.0,24574.02%,23.60%,26.57%,0.888,-53.20%,61.86%,33.60%,-24.54%,246.74,1.11,True
long_only equal top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,equal,40,6-1,6,1,,1.0,15696.43%,21.50%,25.66%,0.838,-52.10%,61.22%,42.61%,-28.16%,157.96,1.00,True
long_only scaled cap30 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,6-1,6,1,0.3,1.0,22882.54%,23.26%,26.11%,0.891,-52.41%,61.54%,35.27%,-24.25%,229.83,1.08,True
long_only scaled cap25 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,6-1,6,1,0.25,1.0,22861.13%,23.26%,26.11%,0.891,-52.41%,61.54%,35.27%,-24.25%,229.61,1.08,True
long_only scaled cap20 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,6-1,6,1,0.2,1.0,22689.15%,23.22%,26.11%,0.889,-52.41%,61.54%,35.27%,-24.25%,227.89,1.08,True
long_only scaled cap15 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,6-1,6,1,0.15,1.0,22583.95%,23.20%,26.10%,0.889,-52.41%,61.54%,35.27%,-24.25%,226.84,1.08,True
long_only scaled cap10 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,long_only,scaled,40,6-1,6,1,0.1,1.0,22699.70%,23.22%,26.13%,0.889,-52.56%,62.18%,35.45%,-24.69%,228.00,1.08,True
classic_long_short equal top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,10,6-1,6,1,,1.0,179.05%,4.03%,14.18%,0.284,-30.47%,60.58%,14.02%,-21.37%,2.79,0.98,True
classic_long_short scaled cap30 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,6-1,6,1,0.3,1.0,142.70%,3.47%,17.26%,0.201,-27.01%,57.37%,15.37%,-19.17%,2.43,0.80,True
classic_long_short scaled cap25 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,6-1,6,1,0.25,1.0,139.03%,3.41%,17.20%,0.198,-27.12%,57.05%,15.37%,-19.17%,2.39,0.80,True
classic_long_short scaled cap20 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,6-1,6,1,0.2,1.0,146.14%,3.53%,17.01%,0.207,-26.34%,57.37%,15.37%,-19.06%,2.46,0.81,True
classic_long_short scaled cap15 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,6-1,6,1,0.15,1.0,168.38%,3.87%,16.82%,0.230,-27.15%,58.01%,15.37%,-21.08%,2.68,0.80,True
classic_long_short scaled cap10 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,10,6-1,6,1,0.1,1.0,186.12%,4.13%,16.22%,0.254,-28.05%,56.41%,15.67%,-20.94%,2.86,0.81,True
classic_long_short equal top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,20,6-1,6,1,,1.0,207.77%,4.42%,11.32%,0.390,-26.98%,58.97%,11.17%,-11.94%,3.08,1.00,True
classic_long_short scaled cap30 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,6-1,6,1,0.3,1.0,232.23%,4.73%,14.03%,0.337,-25.14%,59.62%,12.80%,-18.81%,3.32,0.92,True
classic_long_short scaled cap25 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,6-1,6,1,0.25,1.0,232.04%,4.72%,14.03%,0.337,-25.14%,59.62%,12.80%,-18.81%,3.32,0.92,True
classic_long_short scaled cap20 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,6-1,6,1,0.2,1.0,233.08%,4.74%,14.03%,0.338,-25.08%,59.62%,12.80%,-18.81%,3.33,0.92,True
classic_long_short scaled cap15 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,6-1,6,1,0.15,1.0,230.69%,4.71%,14.01%,0.336,-24.93%,59.62%,12.80%,-18.81%,3.31,0.92,True
classic_long_short scaled cap10 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,20,6-1,6,1,0.1,1.0,233.63%,4.74%,13.91%,0.341,-24.80%,60.90%,12.80%,-18.81%,3.34,0.92,True
classic_long_short equal top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,25,6-1,6,1,,1.0,182.37%,4.07%,10.17%,0.401,-22.29%,59.62%,10.58%,-11.75%,2.82,0.97,True
classic_long_short scaled cap30 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,6-1,6,1,0.3,1.0,231.66%,4.72%,13.01%,0.363,-23.82%,61.86%,11.65%,-17.53%,3.32,0.93,True
classic_long_short scaled cap25 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,6-1,6,1,0.25,1.0,231.44%,4.72%,13.01%,0.362,-23.82%,61.86%,11.65%,-17.53%,3.31,0.93,True
classic_long_short scaled cap20 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,6-1,6,1,0.2,1.0,231.21%,4.71%,13.01%,0.362,-23.82%,61.86%,11.65%,-17.53%,3.31,0.93,True
classic_long_short scaled cap15 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,6-1,6,1,0.15,1.0,230.95%,4.71%,13.01%,0.362,-23.68%,61.86%,11.65%,-17.53%,3.31,0.93,True
classic_long_short scaled cap10 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,25,6-1,6,1,0.1,1.0,231.11%,4.71%,12.98%,0.363,-23.52%,61.86%,11.65%,-17.53%,3.31,0.93,True
classic_long_short equal top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,30,6-1,6,1,,1.0,-1252.27%,,104.22%,,-587.81%,59.62%,9.60%,-529.06%,-11.52,-12.22,False
classic_long_short scaled cap30 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,6-1,6,1,0.3,1.0,-5.40%,-0.21%,18.67%,-0.011,-74.27%,62.18%,10.75%,-72.55%,0.95,0.76,True
classic_long_short scaled cap25 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,6-1,6,1,0.25,1.0,-5.46%,-0.22%,18.67%,-0.012,-74.27%,61.86%,10.75%,-72.55%,0.95,0.76,True
classic_long_short scaled cap20 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,6-1,6,1,0.2,1.0,-5.53%,-0.22%,18.67%,-0.012,-74.27%,61.86%,10.75%,-72.55%,0.94,0.76,True
classic_long_short scaled cap15 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,6-1,6,1,0.15,1.0,-5.54%,-0.22%,18.67%,-0.012,-74.27%,61.86%,10.75%,-72.55%,0.94,0.76,True
classic_long_short scaled cap10 top30 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,30,6-1,6,1,0.1,1.0,-5.26%,-0.21%,18.67%,-0.011,-74.44%,62.18%,10.58%,-72.55%,0.95,0.75,True
classic_long_short equal top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,equal,40,6-1,6,1,,1.0,-939.23%,,78.82%,,-435.83%,58.01%,8.69%,-399.43%,-8.39,-8.84,False
classic_long_short scaled cap30 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,6-1,6,1,0.3,1.0,-289.50%,,33.24%,,-172.90%,61.22%,10.49%,-159.28%,-1.89,-2.05,False
classic_long_short scaled cap25 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,6-1,6,1,0.25,1.0,-289.50%,,33.24%,,-172.90%,61.22%,10.49%,-159.28%,-1.89,-2.05,False
classic_long_short scaled cap20 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,6-1,6,1,0.2,1.0,-289.42%,,33.24%,,-172.90%,61.22%,10.49%,-159.28%,-1.89,-2.05,False
classic_long_short scaled cap15 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,6-1,6,1,0.15,1.0,-289.25%,,33.24%,,-172.90%,61.22%,10.49%,-159.28%,-1.89,-2.05,False
classic_long_short scaled cap10 top40 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,classic_long_short,scaled,40,6-1,6,1,0.1,1.0,-289.08%,,33.24%,,-172.90%,61.22%,10.47%,-159.28%,-1.89,-2.05,False
directional_abs equal top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,10,6-1,6,1,,1.0,1363.57%,10.87%,26.63%,0.408,-53.09%,58.01%,26.46%,-23.49%,14.64,0.92,True
directional_abs scaled cap30 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,6-1,6,1,0.3,1.0,1583.62%,11.47%,27.37%,0.419,-50.81%,58.97%,27.37%,-23.80%,16.84,0.91,True
directional_abs scaled cap25 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,6-1,6,1,0.25,1.0,1552.48%,11.39%,27.34%,0.417,-51.31%,58.97%,27.37%,-23.80%,16.52,0.91,True
directional_abs scaled cap20 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,6-1,6,1,0.2,1.0,1536.11%,11.35%,27.28%,0.416,-52.09%,58.65%,27.37%,-23.80%,16.36,0.90,True
directional_abs scaled cap15 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,6-1,6,1,0.15,1.0,1557.71%,11.40%,27.18%,0.420,-51.93%,57.37%,26.96%,-23.80%,16.58,0.90,True
directional_abs scaled cap10 top10 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,10,6-1,6,1,0.1,1.0,1363.57%,10.87%,26.63%,0.408,-53.09%,58.01%,26.46%,-23.49%,14.64,0.92,True
directional_abs equal top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,20,6-1,6,1,,1.0,959.08%,9.50%,24.33%,0.391,-52.49%,56.73%,22.85%,-21.77%,10.59,0.90,True
directional_abs scaled cap30 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,6-1,6,1,0.3,1.0,1303.90%,10.70%,24.98%,0.428,-50.23%,56.09%,23.63%,-21.84%,14.04,0.90,True
directional_abs scaled cap25 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,6-1,6,1,0.25,1.0,1303.48%,10.69%,24.98%,0.428,-50.25%,56.09%,23.63%,-21.84%,14.03,0.90,True
directional_abs scaled cap20 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,6-1,6,1,0.2,1.0,1304.65%,10.70%,24.98%,0.428,-50.20%,56.09%,23.63%,-21.84%,14.05,0.90,True
directional_abs scaled cap15 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,6-1,6,1,0.15,1.0,1274.92%,10.61%,24.96%,0.425,-50.77%,56.41%,23.63%,-21.84%,13.75,0.89,True
directional_abs scaled cap10 top20 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,20,6-1,6,1,0.1,1.0,1253.15%,10.54%,24.91%,0.423,-51.09%,56.73%,23.63%,-21.84%,13.53,0.90,True
directional_abs equal top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,equal,25,6-1,6,1,,1.0,920.48%,9.35%,23.89%,0.391,-50.35%,58.33%,25.77%,-23.51%,10.20,0.90,True
directional_abs scaled cap30 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,6-1,6,1,0.3,1.0,1248.06%,10.52%,24.56%,0.428,-48.03%,56.41%,25.95%,-23.52%,13.48,0.91,True
directional_abs scaled cap25 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,6-1,6,1,0.25,1.0,1247.97%,10.52%,24.56%,0.428,-48.03%,56.41%,25.95%,-23.52%,13.48,0.91,True
directional_abs scaled cap20 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,6-1,6,1,0.2,1.0,1247.93%,10.52%,24.56%,0.428,-48.03%,56.41%,25.95%,-23.52%,13.48,0.91,True
directional_abs scaled cap15 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,6-1,6,1,0.15,1.0,1238.47%,10.49%,24.55%,0.427,-48.03%,56.41%,25.95%,-23.52%,13.38,0.91,True
directional_abs scaled cap10 top25 voladj6 mom6-1,voladj6,volatility_adjusted,6.0,directional_abs,scaled,25,6-1,6,1,0.1,1.0,1215.03%,10.42%,24.52%,0.425,-48.43%,56.41%,25.95%,-23.52%,13.15,0.91,True
